Hour,Day_Type,Weather,Location,Local_Event,Demand_Score,Price_Multiplier
23,Weekday,Windy,Dilsukhnagar,1,5,1.11
18,Weekend,Sunny,Banjara Hills,0,3,1.22
12,Weekday,Sunny,Kukatpally,1,9,2.09
0,Weekday,Sunny,Madhapur,1,7,1.48
8,Weekday,Cloudy,Banjara Hills,0,8,1.72
20,Weekday,Windy,Dilsukhnagar,1,7,1.69
23,Weekday,Cloudy,Madhapur,0,4,1.24
15,Weekday,Cloudy,Madhapur,0,4,1.32
11,Weekend,Rainy,Dilsukhnagar,1,9,2.13
11,Weekend,Rainy,Kukatpally,1,9,2.47
2,Weekend,Rainy,Madhapur,1,11,2.12
17,Weekday,Sunny,Madhapur,0,3,1.26
23,Weekday,Rainy,Banjara Hills,1,8,1.73
3,Weekday,Sunny,Dilsukhnagar,0,2,1.09
21,Weekday,Rainy,Madhapur,1,10,2.03
11,Weekend,Windy,Banjara Hills,1,9,2.28
3,Weekday,Windy,Banjara Hills,0,2,1.08
16,Weekday,Windy,Banjara Hills,0,4,1.17
12,Weekend,Rainy,Dilsukhnagar,0,8,1.41
0,Weekend,Sunny,Banjara Hills,0,3,1.12
14,Weekday,Windy,Madhapur,1,7,1.68
9,Weekend,Windy,Madhapur,0,6,1.57
18,Weekend,Sunny,Kukatpally,0,4,1.2
0,Weekend,Windy,Kukatpally,0,4,1.31
19,Weekend,Windy,Hitech City,1,9,2.47
2,Weekend,Cloudy,Dilsukhnagar,0,2,0.95
22,Weekday,Windy,Kukatpally,1,4,1.28
15,Weekday,Cloudy,Madhapur,1,6,1.65
3,Weekday,Rainy,Dilsukhnagar,0,6,1.43
5,Weekend,Cloudy,Dilsukhnagar,1,5,1.18
3,Weekend,Rainy,Kukatpally,1,8,1.42
19,Weekend,Windy,Hitech City,0,6,1.48
15,Weekday,Sunny,Kukatpally,0,3,1.11
5,Weekday,Cloudy,Dilsukhnagar,1,5,1.31
22,Weekday,Sunny,Banjara Hills,0,3,1.32
19,Weekday,Windy,Kukatpally,1,9,1.81
16,Weekend,Sunny,Kukatpally,1,4,1.18
17,Weekend,Sunny,Hitech City,0,5,1.36
21,Weekend,Windy,Kukatpally,0,5,1.14
5,Weekday,Rainy,Banjara Hills,1,10,2.19
15,Weekday,Rainy,Dilsukhnagar,1,6,1.62
7,Weekday,Rainy,Madhapur,0,7,1.4
1,Weekday,Sunny,Dilsukhnagar,1,3,1.19
4,Weekend,Rainy,Kukatpally,0,5,1.3
15,Weekend,Rainy,Hitech City,0,9,2.19
20,Weekday,Rainy,Banjara Hills,0,8,1.59
2,Weekday,Rainy,Kukatpally,1,7,1.73
13,Weekday,Windy,Hitech City,1,11,1.82
21,Weekend,Windy,Kukatpally,0,5,1.24
16,Weekend,Rainy,Banjara Hills,1,12,2.34
13,Weekday,Windy,Hitech City,0,6,1.71
1,Weekend,Cloudy,Kukatpally,1,8,1.66
10,Weekend,Cloudy,Madhapur,1,11,2.07
22,Weekday,Windy,Madhapur,0,4,1.39
17,Weekday,Cloudy,Madhapur,1,7,1.64
7,Weekend,Cloudy,Banjara Hills,0,6,1.79
6,Weekend,Windy,Madhapur,1,8,1.67
6,Weekday,Cloudy,Banjara Hills,1,8,1.48
14,Weekday,Sunny,Madhapur,0,5,1.28
20,Weekend,Rainy,Kukatpally,1,11,2.07
22,Weekend,Windy,Dilsukhnagar,1,5,1.18
2,Weekend,Sunny,Kukatpally,1,4,1.12
8,Weekend,Windy,Dilsukhnagar,1,9,1.94
1,Weekend,Windy,Dilsukhnagar,0,4,1.23
10,Weekday,Rainy,Banjara Hills,0,9,2.33
1,Weekday,Sunny,Madhapur,0,3,1.14
3,Weekend,Rainy,Hitech City,0,6,1.44
19,Weekend,Cloudy,Kukatpally,0,6,1.49
19,Weekend,Cloudy,Banjara Hills,0,7,1.62
10,Weekday,Rainy,Kukatpally,0,5,1.39
2,Weekend,Windy,Hitech City,0,4,1.35
7,Weekday,Windy,Dilsukhnagar,0,1,1.08
8,Weekday,Sunny,Banjara Hills,1,10,2.21
19,Weekend,Windy,Banjara Hills,0,6,1.74
13,Weekend,Windy,Banjara Hills,1,12,1.82
8,Weekday,Windy,Kukatpally,1,7,1.41
16,Weekend,Windy,Dilsukhnagar,0,3,1.14
2,Weekend,Rainy,Kukatpally,0,5,1.19
12,Weekend,Rainy,Madhapur,0,11,2.22
15,Weekday,Rainy,Hitech City,1,8,1.56
11,Weekend,Windy,Hitech City,1,9,2.31
13,Weekday,Windy,Madhapur,1,8,1.51
8,Weekend,Rainy,Banjara Hills,0,9,2.39
12,Weekend,Sunny,Banjara Hills,0,7,1.44
22,Weekday,Cloudy,Hitech City,1,9,1.9
4,Weekend,Cloudy,Banjara Hills,0,7,1.52
16,Weekday,Rainy,Hitech City,0,6,1.52
15,Weekend,Rainy,Banjara Hills,0,7,1.64
2,Weekday,Sunny,Madhapur,0,1,1.06
17,Weekend,Rainy,Banjara Hills,0,7,1.71
10,Weekday,Cloudy,Dilsukhnagar,0,3,1.22
5,Weekday,Windy,Banjara Hills,0,3,1.36
11,Weekend,Windy,Banjara Hills,1,7,1.68
22,Weekday,Rainy,Dilsukhnagar,0,3,1.39
4,Weekday,Cloudy,Kukatpally,1,7,1.62
23,Weekend,Windy,Dilsukhnagar,1,7,1.7
16,Weekend,Rainy,Dilsukhnagar,1,8,1.72
6,Weekday,Cloudy,Madhapur,0,5,1.21
9,Weekend,Sunny,Madhapur,1,8,1.7
6,Weekend,Rainy,Kukatpally,0,6,1.56
4,Weekday,Rainy,Kukatpally,1,9,2.08
22,Weekend,Cloudy,Banjara Hills,1,8,1.57
1,Weekday,Rainy,Hitech City,1,10,1.84
14,Weekend,Windy,Hitech City,1,11,2.37
17,Weekend,Sunny,Kukatpally,0,3,1.2
9,Weekday,Sunny,Hitech City,0,6,1.42
16,Weekday,Cloudy,Hitech City,1,9,2.03
19,Weekend,Cloudy,Dilsukhnagar,1,10,2.06
16,Weekday,Windy,Kukatpally,1,3,1.3
17,Weekday,Rainy,Kukatpally,1,9,2.31
20,Weekend,Rainy,Banjara Hills,0,9,2.23
8,Weekend,Rainy,Hitech City,0,10,1.81
4,Weekday,Windy,Dilsukhnagar,0,3,1.34
4,Weekend,Cloudy,Banjara Hills,0,4,1.15
1,Weekend,Windy,Hitech City,0,6,1.77
5,Weekend,Sunny,Hitech City,1,8,1.65
11,Weekend,Cloudy,Dilsukhnagar,1,7,1.61
21,Weekend,Rainy,Banjara Hills,0,12,2.14
10,Weekend,Windy,Kukatpally,0,5,1.34
8,Weekday,Rainy,Dilsukhnagar,0,6,1.75
7,Weekend,Rainy,Hitech City,1,12,2.32
13,Weekend,Cloudy,Hitech City,0,8,1.65
21,Weekday,Cloudy,Hitech City,1,12,2.37
4,Weekend,Windy,Hitech City,1,8,1.45
7,Weekend,Windy,Kukatpally,0,4,1.23
7,Weekend,Rainy,Dilsukhnagar,0,6,1.46
10,Weekend,Sunny,Hitech City,0,5,1.34
0,Weekday,Windy,Kukatpally,0,1,1.1
0,Weekend,Rainy,Hitech City,0,8,1.79
11,Weekend,Sunny,Hitech City,0,5,1.2
1,Weekday,Sunny,Dilsukhnagar,0,1,1.06
12,Weekend,Sunny,Madhapur,1,8,1.73
9,Weekday,Sunny,Kukatpally,1,6,1.66
22,Weekday,Windy,Dilsukhnagar,0,2,0.91
10,Weekday,Windy,Kukatpally,1,7,1.52
22,Weekend,Windy,Banjara Hills,1,8,1.48
14,Weekday,Rainy,Hitech City,0,8,1.64
3,Weekday,Sunny,Kukatpally,0,1,1.04
9,Weekend,Cloudy,Dilsukhnagar,0,7,1.57
3,Weekend,Rainy,Kukatpally,0,6,1.46
6,Weekend,Sunny,Hitech City,0,5,1.22
15,Weekend,Windy,Madhapur,1,6,1.73
23,Weekend,Cloudy,Dilsukhnagar,0,2,1.07
5,Weekend,Windy,Hitech City,1,8,1.46
4,Weekday,Windy,Madhapur,0,2,0.98
0,Weekend,Cloudy,Dilsukhnagar,1,7,1.4
15,Weekday,Rainy,Banjara Hills,1,10,2.17
16,Weekday,Windy,Hitech City,1,7,1.62
14,Weekday,Cloudy,Madhapur,0,8,1.64
2,Weekend,Windy,Kukatpally,0,3,1.35
7,Weekend,Cloudy,Madhapur,0,4,1.3
18,Weekend,Windy,Madhapur,0,3,1.11
14,Weekday,Windy,Hitech City,1,8,1.78
8,Weekend,Sunny,Dilsukhnagar,1,6,1.6
18,Weekday,Cloudy,Hitech City,0,6,1.62
10,Weekday,Rainy,Hitech City,1,10,2.03
7,Weekend,Sunny,Hitech City,0,5,1.15
9,Weekend,Windy,Banjara Hills,1,9,2.31
11,Weekday,Cloudy,Madhapur,0,2,1.1
3,Weekday,Rainy,Hitech City,1,9,1.88
14,Weekend,Sunny,Dilsukhnagar,1,7,1.59
19,Weekend,Sunny,Madhapur,0,7,1.47
6,Weekend,Sunny,Dilsukhnagar,0,1,0.93
10,Weekday,Rainy,Kukatpally,1,8,1.54
12,Weekend,Sunny,Dilsukhnagar,1,8,1.47
19,Weekend,Sunny,Banjara Hills,1,12,2.07
20,Weekend,Rainy,Hitech City,0,12,1.93
18,Weekend,Sunny,Madhapur,1,8,1.7
0,Weekend,Windy,Hitech City,0,3,1.28
17,Weekday,Rainy,Kukatpally,1,8,1.45
1,Weekend,Rainy,Madhapur,1,10,1.83
3,Weekday,Cloudy,Banjara Hills,1,9,2.5
8,Weekend,Windy,Hitech City,1,8,1.6
23,Weekend,Windy,Hitech City,0,5,1.2
22,Weekday,Rainy,Dilsukhnagar,0,5,1.13
8,Weekend,Cloudy,Hitech City,0,7,1.63
2,Weekday,Sunny,Madhapur,1,4,1.34
17,Weekend,Cloudy,Hitech City,1,7,1.52
13,Weekday,Cloudy,Madhapur,0,6,1.43
18,Weekday,Sunny,Kukatpally,0,3,1.34
12,Weekday,Cloudy,Banjara Hills,0,6,1.53
5,Weekday,Sunny,Kukatpally,0,1,0.93
21,Weekday,Windy,Hitech City,1,9,2.14
7,Weekday,Windy,Banjara Hills,1,6,1.73
9,Weekend,Rainy,Kukatpally,1,11,1.99
19,Weekday,Windy,Madhapur,1,7,1.79
12,Weekday,Cloudy,Banjara Hills,0,6,1.79
7,Weekday,Sunny,Banjara Hills,0,2,1.05
21,Weekend,Rainy,Banjara Hills,1,12,2.2
20,Weekday,Sunny,Hitech City,1,8,1.54
14,Weekday,Rainy,Hitech City,1,13,2.48
12,Weekend,Windy,Banjara Hills,0,7,1.56
6,Weekday,Windy,Kukatpally,1,6,1.42
0,Weekend,Windy,Banjara Hills,0,3,1.32
16,Weekend,Rainy,Kukatpally,0,6,1.46
8,Weekday,Windy,Hitech City,1,7,1.63
11,Weekend,Rainy,Kukatpally,0,6,1.74
12,Weekend,Rainy,Kukatpally,0,10,2.43
0,Weekday,Windy,Kukatpally,0,1,0.92
23,Weekend,Cloudy,Hitech City,1,9,2.32
0,Weekday,Sunny,Banjara Hills,1,7,1.72
21,Weekday,Windy,Dilsukhnagar,0,4,1.39
10,Weekend,Cloudy,Hitech City,1,10,1.93
23,Weekend,Windy,Madhapur,1,6,1.65
21,Weekend,Sunny,Kukatpally,1,8,1.76
10,Weekday,Cloudy,Madhapur,1,8,1.61
15,Weekday,Windy,Dilsukhnagar,0,0,0.92
4,Weekday,Windy,Hitech City,0,5,1.22
23,Weekday,Sunny,Dilsukhnagar,1,4,1.17
6,Weekday,Cloudy,Hitech City,0,5,1.1
18,Weekend,Sunny,Madhapur,1,6,1.44
7,Weekday,Sunny,Madhapur,0,1,1.0
8,Weekday,Sunny,Kukatpally,0,5,1.37
3,Weekday,Rainy,Dilsukhnagar,1,6,1.57
11,Weekend,Windy,Dilsukhnagar,0,1,1.05
20,Weekday,Cloudy,Banjara Hills,0,7,1.49
1,Weekday,Rainy,Banjara Hills,0,6,1.52
1,Weekend,Rainy,Dilsukhnagar,0,4,1.14
23,Weekday,Cloudy,Madhapur,1,6,1.68
5,Weekend,Windy,Hitech City,0,5,1.11
5,Weekend,Sunny,Hitech City,0,4,1.12
13,Weekday,Windy,Banjara Hills,0,7,1.69
22,Weekend,Windy,Banjara Hills,0,6,1.57
19,Weekend,Cloudy,Madhapur,1,10,2.45
0,Weekday,Windy,Madhapur,1,7,1.77
18,Weekday,Rainy,Hitech City,0,5,1.27
12,Weekday,Sunny,Dilsukhnagar,0,4,1.34
7,Weekday,Sunny,Banjara Hills,0,4,1.26
2,Weekend,Cloudy,Madhapur,0,4,1.11
15,Weekday,Rainy,Banjara Hills,0,6,1.65
2,Weekend,Sunny,Madhapur,1,6,1.67
10,Weekday,Sunny,Hitech City,0,4,1.36
23,Weekday,Sunny,Madhapur,0,1,0.92
6,Weekend,Sunny,Kukatpally,1,4,1.34
23,Weekday,Rainy,Madhapur,1,10,2.27
16,Weekend,Cloudy,Madhapur,0,3,1.26
4,Weekend,Cloudy,Kukatpally,0,3,1.15
9,Weekday,Cloudy,Kukatpally,1,6,1.6
14,Weekday,Sunny,Dilsukhnagar,0,3,1.3
7,Weekend,Cloudy,Madhapur,0,5,1.32
8,Weekday,Windy,Kukatpally,0,3,1.22
8,Weekday,Cloudy,Madhapur,0,6,1.52
5,Weekend,Sunny,Dilsukhnagar,0,4,1.12
6,Weekday,Windy,Dilsukhnagar,1,5,1.34
0,Weekday,Rainy,Hitech City,0,7,1.72
3,Weekend,Cloudy,Dilsukhnagar,0,2,0.95
23,Weekend,Rainy,Dilsukhnagar,1,10,2.42
7,Weekday,Windy,Banjara Hills,0,5,1.18
4,Weekday,Rainy,Kukatpally,1,7,1.61
20,Weekend,Windy,Madhapur,0,5,1.17
13,Weekday,Cloudy,Dilsukhnagar,1,8,1.44
8,Weekday,Windy,Hitech City,1,9,2.46
20,Weekend,Rainy,Madhapur,1,13,2.41
1,Weekday,Windy,Banjara Hills,1,7,1.62
5,Weekend,Rainy,Hitech City,0,9,2.06
13,Weekend,Cloudy,Dilsukhnagar,0,6,1.69
11,Weekday,Rainy,Madhapur,1,8,1.59
22,Weekday,Cloudy,Hitech City,1,6,1.8
9,Weekday,Rainy,Banjara Hills,0,9,1.94
16,Weekend,Cloudy,Hitech City,1,8,1.72
3,Weekday,Sunny,Dilsukhnagar,1,6,1.69
3,Weekday,Rainy,Banjara Hills,0,6,1.6
4,Weekend,Cloudy,Banjara Hills,0,7,1.74
23,Weekday,Sunny,Dilsukhnagar,1,5,1.4
3,Weekend,Windy,Dilsukhnagar,0,1,1.08
6,Weekday,Sunny,Dilsukhnagar,0,2,1.06
3,Weekday,Sunny,Banjara Hills,1,7,1.59
22,Weekend,Cloudy,Madhapur,0,6,1.77
19,Weekday,Windy,Madhapur,1,8,1.75
2,Weekend,Sunny,Hitech City,1,6,1.62
7,Weekday,Windy,Dilsukhnagar,1,5,1.35
18,Weekday,Windy,Banjara Hills,0,3,1.38
19,Weekday,Sunny,Banjara Hills,1,10,2.03
13,Weekday,Sunny,Madhapur,0,6,1.45
17,Weekend,Sunny,Madhapur,0,4,1.17
12,Weekend,Windy,Hitech City,0,6,1.7
13,Weekday,Sunny,Banjara Hills,0,6,1.54
12,Weekday,Sunny,Kukatpally,0,6,1.43
23,Weekday,Sunny,Banjara Hills,0,4,1.37
11,Weekday,Windy,Dilsukhnagar,0,3,1.27
15,Weekend,Windy,Dilsukhnagar,0,2,1.1
8,Weekend,Sunny,Hitech City,0,7,1.76
0,Weekend,Rainy,Madhapur,1,9,2.13
21,Weekday,Windy,Hitech City,0,6,1.66
19,Weekday,Sunny,Hitech City,1,11,2.28
0,Weekday,Cloudy,Dilsukhnagar,0,3,1.19
5,Weekday,Windy,Madhapur,0,4,1.33
22,Weekend,Windy,Madhapur,1,5,1.37
9,Weekday,Cloudy,Dilsukhnagar,1,7,1.46
18,Weekday,Cloudy,Hitech City,1,7,1.78
6,Weekday,Rainy,Banjara Hills,1,9,2.34
13,Weekend,Sunny,Kukatpally,0,7,1.46
20,Weekday,Windy,Kukatpally,0,6,1.47
6,Weekend,Rainy,Dilsukhnagar,0,6,1.67
19,Weekend,Rainy,Dilsukhnagar,0,7,1.73
9,Weekday,Cloudy,Kukatpally,0,4,1.37
18,Weekend,Cloudy,Hitech City,0,7,1.64
11,Weekday,Windy,Madhapur,0,4,1.27
11,Weekend,Sunny,Banjara Hills,0,6,1.72
3,Weekday,Rainy,Dilsukhnagar,1,8,1.79
3,Weekend,Rainy,Madhapur,1,9,1.97
9,Weekend,Sunny,Hitech City,0,8,1.7
0,Weekday,Windy,Dilsukhnagar,1,6,1.43
1,Weekday,Windy,Dilsukhnagar,0,0,0.92
6,Weekend,Sunny,Hitech City,0,6,1.61
19,Weekend,Sunny,Madhapur,0,7,1.42
13,Weekday,Rainy,Dilsukhnagar,1,12,2.24
1,Weekend,Rainy,Madhapur,1,8,1.76
14,Weekend,Cloudy,Kukatpally,0,5,1.31
14,Weekday,Windy,Kukatpally,0,4,1.2
17,Weekday,Windy,Kukatpally,1,3,1.39
18,Weekday,Cloudy,Hitech City,1,8,1.43
6,Weekday,Rainy,Kukatpally,0,3,1.38
10,Weekend,Rainy,Banjara Hills,1,14,1.88
17,Weekday,Windy,Hitech City,0,3,1.3
2,Weekday,Sunny,Kukatpally,0,1,1.05
7,Weekend,Rainy,Kukatpally,1,9,2.06
6,Weekday,Windy,Hitech City,1,7,1.51
1,Weekday,Cloudy,Hitech City,0,6,1.52
1,Weekday,Windy,Madhapur,1,4,1.17
6,Weekend,Sunny,Kukatpally,1,4,1.38
14,Weekend,Rainy,Banjara Hills,0,9,2.38
20,Weekday,Windy,Dilsukhnagar,0,3,1.29
8,Weekend,Rainy,Dilsukhnagar,1,12,2.35
21,Weekend,Rainy,Kukatpally,0,8,1.75
16,Weekday,Cloudy,Kukatpally,0,3,1.17
14,Weekday,Windy,Dilsukhnagar,1,9,2.28
3,Weekend,Windy,Hitech City,1,9,1.97
12,Weekday,Sunny,Madhapur,0,7,1.62
2,Weekday,Rainy,Banjara Hills,1,10,2.27
2,Weekend,Cloudy,Hitech City,1,10,2.46
21,Weekend,Windy,Dilsukhnagar,0,4,1.26
5,Weekday,Rainy,Madhapur,1,10,2.33
1,Weekend,Rainy,Kukatpally,1,7,1.78
4,Weekday,Cloudy,Hitech City,0,6,1.79
19,Weekend,Cloudy,Banjara Hills,1,12,2.39
19,Weekday,Sunny,Madhapur,1,10,2.24
16,Weekend,Sunny,Kukatpally,0,3,1.38
7,Weekend,Windy,Kukatpally,1,5,1.26
21,Weekday,Sunny,Dilsukhnagar,1,8,1.55
2,Weekday,Windy,Kukatpally,1,6,1.62
19,Weekend,Windy,Banjara Hills,0,8,1.61
6,Weekend,Sunny,Dilsukhnagar,1,4,1.22
5,Weekday,Cloudy,Hitech City,1,6,1.67
11,Weekend,Windy,Dilsukhnagar,1,7,1.63
0,Weekday,Rainy,Madhapur,0,6,1.74
8,Weekend,Rainy,Dilsukhnagar,1,12,2.22
6,Weekday,Cloudy,Dilsukhnagar,1,5,1.29
20,Weekday,Cloudy,Kukatpally,0,5,1.26
18,Weekday,Cloudy,Kukatpally,0,3,1.12
21,Weekend,Rainy,Dilsukhnagar,1,13,1.92
10,Weekend,Rainy,Dilsukhnagar,0,9,2.46
7,Weekday,Cloudy,Dilsukhnagar,1,4,1.17
16,Weekday,Windy,Madhapur,1,4,1.39
15,Weekend,Windy,Dilsukhnagar,1,4,1.28
15,Weekend,Cloudy,Banjara Hills,0,5,1.19
19,Weekday,Sunny,Hitech City,1,11,1.92
6,Weekend,Rainy,Madhapur,0,5,1.35
6,Weekend,Cloudy,Hitech City,1,9,2.12
10,Weekend,Rainy,Hitech City,0,9,2.06
6,Weekend,Windy,Dilsukhnagar,0,2,1.06
14,Weekend,Sunny,Hitech City,1,10,2.29
20,Weekday,Cloudy,Hitech City,0,8,1.47
12,Weekday,Windy,Dilsukhnagar,0,4,1.33
0,Weekend,Cloudy,Banjara Hills,0,6,1.56
4,Weekend,Windy,Kukatpally,0,3,1.36
18,Weekend,Windy,Dilsukhnagar,1,6,1.52
5,Weekday,Windy,Madhapur,1,6,1.62
10,Weekend,Cloudy,Madhapur,1,9,2.15
9,Weekday,Sunny,Kukatpally,1,5,1.14
0,Weekday,Sunny,Banjara Hills,1,7,1.66
18,Weekday,Sunny,Banjara Hills,0,2,1.06
10,Weekday,Rainy,Hitech City,1,12,2.14
16,Weekday,Windy,Dilsukhnagar,0,0,0.96
9,Weekend,Windy,Dilsukhnagar,1,7,1.6
22,Weekday,Windy,Kukatpally,1,5,1.29
4,Weekday,Rainy,Madhapur,0,6,1.52
2,Weekday,Rainy,Dilsukhnagar,0,4,1.16
2,Weekday,Rainy,Dilsukhnagar,0,3,1.29
19,Weekday,Sunny,Kukatpally,0,3,1.26
13,Weekend,Windy,Banjara Hills,0,9,2.04
17,Weekday,Windy,Kukatpally,0,3,1.15
5,Weekend,Windy,Kukatpally,1,6,1.7
11,Weekend,Windy,Banjara Hills,1,7,1.75
1,Weekend,Rainy,Dilsukhnagar,0,7,1.55
21,Weekday,Sunny,Kukatpally,0,4,1.32
3,Weekend,Rainy,Hitech City,1,10,1.94
22,Weekday,Rainy,Hitech City,1,9,1.92
18,Weekday,Windy,Banjara Hills,0,5,1.34
21,Weekday,Cloudy,Banjara Hills,0,7,1.76
10,Weekend,Rainy,Dilsukhnagar,0,8,1.62
9,Weekend,Windy,Hitech City,1,11,2.32
15,Weekday,Rainy,Kukatpally,1,7,1.78
18,Weekend,Cloudy,Madhapur,1,6,1.47
14,Weekend,Sunny,Banjara Hills,0,9,1.85
1,Weekend,Rainy,Dilsukhnagar,1,10,2.3
6,Weekend,Cloudy,Banjara Hills,0,5,1.14
21,Weekday,Rainy,Madhapur,1,10,2.18
5,Weekday,Sunny,Madhapur,1,7,1.61
16,Weekend,Cloudy,Banjara Hills,1,9,1.93
20,Weekend,Sunny,Hitech City,0,6,1.51
9,Weekday,Windy,Hitech City,1,7,1.58
11,Weekday,Rainy,Dilsukhnagar,0,3,1.33
20,Weekday,Cloudy,Hitech City,0,8,1.48
8,Weekday,Sunny,Dilsukhnagar,0,2,1.02
15,Weekday,Rainy,Dilsukhnagar,1,6,1.64
3,Weekday,Windy,Hitech City,0,3,1.13
5,Weekday,Windy,Kukatpally,1,4,1.12
19,Weekday,Sunny,Hitech City,1,11,1.87
5,Weekday,Sunny,Dilsukhnagar,0,3,1.14
10,Weekend,Rainy,Banjara Hills,0,8,1.52
6,Weekend,Windy,Madhapur,0,2,1.03
14,Weekend,Sunny,Banjara Hills,1,10,1.87
9,Weekday,Windy,Dilsukhnagar,0,4,1.36
18,Weekend,Rainy,Banjara Hills,1,12,1.89
18,Weekday,Cloudy,Madhapur,1,5,1.34
23,Weekday,Rainy,Dilsukhnagar,1,7,1.71
18,Weekend,Sunny,Hitech City,0,6,1.45
8,Weekday,Windy,Madhapur,1,8,1.55
4,Weekday,Sunny,Madhapur,0,2,0.91
15,Weekday,Windy,Hitech City,1,6,1.59
17,Weekend,Cloudy,Hitech City,0,4,1.23
23,Weekday,Windy,Kukatpally,0,3,1.17
4,Weekend,Sunny,Madhapur,1,7,1.78
5,Weekday,Rainy,Madhapur,0,5,1.12
0,Weekend,Windy,Kukatpally,1,6,1.57
9,Weekday,Cloudy,Kukatpally,1,8,1.51
5,Weekday,Cloudy,Kukatpally,0,2,1.07
8,Weekend,Windy,Hitech City,0,5,1.27
3,Weekday,Sunny,Banjara Hills,0,5,1.27
3,Weekend,Windy,Madhapur,0,5,1.15
16,Weekday,Sunny,Dilsukhnagar,0,2,0.99
4,Weekday,Sunny,Madhapur,0,4,1.13
16,Weekday,Windy,Kukatpally,0,1,0.91
22,Weekday,Cloudy,Hitech City,0,5,1.21
16,Weekend,Windy,Madhapur,0,5,1.15
22,Weekday,Sunny,Hitech City,1,6,1.54
16,Weekend,Windy,Kukatpally,1,6,1.6
6,Weekday,Sunny,Madhapur,0,2,1.02
5,Weekend,Cloudy,Kukatpally,1,8,1.73
2,Weekend,Sunny,Dilsukhnagar,0,2,1.04
15,Weekday,Sunny,Hitech City,1,8,1.57
3,Weekend,Cloudy,Dilsukhnagar,0,2,1.06
1,Weekend,Windy,Kukatpally,0,3,1.11
23,Weekend,Rainy,Dilsukhnagar,0,6,1.63
10,Weekday,Sunny,Madhapur,0,3,1.18
19,Weekday,Cloudy,Dilsukhnagar,1,10,2.35
16,Weekend,Rainy,Hitech City,0,9,2.21
21,Weekday,Windy,Kukatpally,1,6,1.56
12,Weekday,Rainy,Banjara Hills,1,13,2.47
15,Weekend,Cloudy,Banjara Hills,0,5,1.33
13,Weekday,Rainy,Dilsukhnagar,1,9,2.5
14,Weekday,Sunny,Madhapur,0,7,1.74
21,Weekday,Sunny,Banjara Hills,1,8,1.61
17,Weekday,Sunny,Hitech City,1,5,1.35
21,Weekday,Cloudy,Hitech City,0,7,1.55
22,Weekend,Rainy,Hitech City,0,9,2.47
23,Weekend,Sunny,Hitech City,1,8,1.52
4,Weekday,Sunny,Kukatpally,1,4,1.27
14,Weekend,Windy,Hitech City,0,6,1.72
8,Weekday,Windy,Kukatpally,1,8,1.67
5,Weekday,Windy,Dilsukhnagar,0,2,1.02
2,Weekday,Rainy,Dilsukhnagar,1,8,1.72
19,Weekend,Rainy,Kukatpally,1,13,2.27
1,Weekend,Sunny,Dilsukhnagar,1,5,1.31
8,Weekday,Windy,Hitech City,1,10,1.83
17,Weekday,Rainy,Kukatpally,1,7,1.53
12,Weekend,Sunny,Kukatpally,1,8,1.52
1,Weekend,Cloudy,Dilsukhnagar,1,8,1.62
23,Weekend,Windy,Hitech City,1,9,2.16
4,Weekday,Windy,Hitech City,0,4,1.13
4,Weekday,Cloudy,Dilsukhnagar,0,4,1.18
17,Weekday,Sunny,Dilsukhnagar,0,2,1.01
17,Weekday,Sunny,Kukatpally,0,2,0.98
4,Weekend,Sunny,Kukatpally,0,1,0.92
2,Weekday,Sunny,Dilsukhnagar,0,2,1.03
19,Weekday,Rainy,Kukatpally,0,7,1.49
23,Weekend,Sunny,Madhapur,0,3,1.11
8,Weekend,Sunny,Kukatpally,1,6,1.76
11,Weekend,Cloudy,Kukatpally,0,4,1.14
3,Weekend,Cloudy,Hitech City,0,6,1.51
18,Weekend,Windy,Hitech City,1,9,2.43
23,Weekday,Rainy,Madhapur,0,4,1.36
14,Weekday,Sunny,Madhapur,0,7,1.51
16,Weekday,Rainy,Madhapur,0,7,1.65
8,Weekend,Rainy,Dilsukhnagar,1,12,2.02
16,Weekend,Cloudy,Hitech City,1,9,2.21
10,Weekday,Sunny,Hitech City,0,5,1.12
21,Weekend,Cloudy,Banjara Hills,1,10,2.05
2,Weekend,Sunny,Kukatpally,0,2,1.07
17,Weekend,Rainy,Kukatpally,1,8,1.56
22,Weekday,Sunny,Dilsukhnagar,1,5,1.21
1,Weekend,Windy,Hitech City,0,3,1.28
20,Weekend,Rainy,Madhapur,1,12,1.83
12,Weekend,Cloudy,Dilsukhnagar,1,11,2.15
1,Weekend,Windy,Madhapur,0,2,1.06
9,Weekend,Windy,Madhapur,1,10,2.04
0,Weekend,Cloudy,Madhapur,0,4,1.33
19,Weekday,Windy,Banjara Hills,0,7,1.5
12,Weekend,Rainy,Banjara Hills,1,14,2.29
1,Weekday,Windy,Madhapur,1,5,1.38
0,Weekend,Rainy,Banjara Hills,0,7,1.46
5,Weekend,Windy,Kukatpally,1,6,1.56
10,Weekday,Windy,Hitech City,0,4,1.15
22,Weekday,Sunny,Madhapur,1,7,1.8
0,Weekday,Sunny,Kukatpally,1,6,1.68
17,Weekday,Rainy,Hitech City,0,7,1.58
0,Weekend,Windy,Banjara Hills,1,8,1.74
20,Weekend,Sunny,Banjara Hills,0,7,1.42
16,Weekend,Rainy,Kukatpally,1,8,1.57
22,Weekend,Sunny,Kukatpally,1,5,1.21
